"","UniProtID","Selaginella moellendorffii","Amborella trichopoda","Dioscorea rotundata","Musa acuminata","Zea mays","Sorghum bicolor","Setaria italica","Leersia perrieri","Oryza barthii","Oryza meridionalis","Oryza glumaepatula","Oryza glaberrima","Oryza punctata","O. Sativa","Oryza indica","Oryza nivara","Oryza brachyantha","Oryza rufipogon","Oryza longistaminata","Brachypodium distachyon","Aegilops tauschii","Triticum dicoccoides","Triticum urartu","Triticum aestivum","Hordeum vulgare","Beta vulgaris","Nicotiana attenuata","Solanum lycopersicum","Solanum tuberosum","Helianthus annuus","Daucus carota","Vitis vinifera","Lupinus angustifolius","Trifolium pratense","Medicago truncatula","Vigna radiata","Vigna angularis","Phaseolus vulgaris","Glycine max","Prunus persica","Manihot esculenta","Populus trichocarpa","Cucumis sativus","Brassica oleracea","Brassica rapa","Brassica napus","Arabidopsis lyrata","Arabidopsis thaliana","Arabidopsis halleri","Corchorus capsularis","Gossypium raimondii","Theobroma cacao","Physcomitrella patens","Ostreococcus lucimarinus","Chlamydomonas reinhardtii","Galdieria sulphuraria","Cyanidioschyzon merolae","Chondrus crispus"
"379","Q7Y1H9","SELMODRAFT_119759,SELMODRAFT_156443,SELMODRAFT_270960,SELMODRAFT_97357","AMTR_s00002p00267940,AMTR_s00002p00268070","Dr01025,Dr03119","GSMUA_Achr10G08680_001,GSMUA_Achr8G20600_001,GSMUA_Achr9G10670_001,GSMUA_AchrUn_randomG26530_001","Zm00001d028678,Zm00001d034452,Zm00001d034460,Zm00001d043077",NA,"SETIT_037012mg",NA,"OBART03G37380","OMERI03G34540","OGLUM03G37120",NA,"OPUNC03G34460","OS03G0797000","BGIOSGA009642","ONIVA03G38720","OB03G44290","ORUFI03G38980,ORUFI03G38990","KN538875.1_FG027","BRADI_1g05467v3",NA,"TRIDC5AG063260","TRIUR3_12134","TraesCS5A02G440700,TraesCS5B02G444300",NA,"BVRB_5g120250","A4A49_63173","Solyc01g098550.3","PGSC0003DMG400028566","HannXRQ_Chr01g0006881","DCAR_002689","VIT_07s0141g00210","TanjilG_18639","Tp57577_TGAC_v2_gene19110,Tp57577_TGAC_v2_gene32810","MTR_7g096080,MTR_7g102980","vigra.VC1973A.gnm6.ann1.Vradi01g00260,vigra.VC1973A.gnm6.ann1.Vradi03g01210","LR48_Vigan10g285300,LR48_Vigan50s005900","PHAVU_001G156200g","GLYMA_03G158400,GLYMA_19G160800","PRUPE_3G144200,PRUPE_3G144300,PRUPE_3G144500,PRUPE_8G232700","MANES_01G202100,MANES_05G084000","POPTR_002G045700v3,POPTR_005G217700v3","Csa_2G225330,Csa_3G843770","Bo8g084800,Bo9g005950","Bra007085,Bra036254","GSBRNA2T00018222001,GSBRNA2T00018448001,GSBRNA2T00108969001,GSBRNA2T00129587001","fgenesh2_kg.5__1860__AT3G54640.1,scaffold_604010.1","AT3G54640,AT4G02610","g09084,g11483","CCACVL1_14429","B456_004G218800","TCM_004218","Pp3c4_17740","OSTLU_49484","CHLRE_12g528700v5","Gasu_40690","CMV006C","CHC_1120"
"380","Q7Y1I6",NA,NA,NA,NA,NA,NA,"SETIT_0389101mg",NA,NA,NA,NA,NA,NA,"OS03G0797300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Q7Y1I9","SELMODRAFT_119759,SELMODRAFT_156443,SELMODRAFT_270960,SELMODRAFT_97357","AMTR_s00002p00267940,AMTR_s00002p00268070","Dr01025,Dr03119","GSMUA_Achr10G08680_001,GSMUA_Achr8G20600_001,GSMUA_Achr9G10670_001,GSMUA_AchrUn_randomG26530_001",NA,NA,NA,NA,"OBART03G37390","OMERI03G34560","OGLUM03G37140","ORGLA03G0340300","OPUNC03G34500","OS03G0797400","BGIOSGA009640","ONIVA03G38750","OB03G44310","ORUFI03G39010","KN538875.1_FG029","BRADI_1g05450v3,BRADI_1g05460v3,BRADI_3g16880v3","AET3Gv20075300,AET5Gv21021300,AET5Gv21022100","TRIDC3AG004660,TRIDC3BG005740,TRIDC5AG063270,TRIDC5AG063320,TRIDC5AG063330,TRIDC5BG067890,TRIDC5BG067900,TRIDC5BG067910","TRIUR3_11733,TRIUR3_11735,TRIUR3_19568,TRIUR3_28685,TRIUR3_34293","TraesCS3A02G041800,TraesCS3B02G041900,TraesCS3D02G038500,TraesCS5A02G440800,TraesCS5A02G440900,TraesCS5A02G441100,TraesCS5A02G441300,TraesCS5B02G444500,TraesCS5B02G444600,TraesCS5B02G445100,TraesCS5B02G445200,TraesCS5D02G447800,TraesCS5D02G447900,TraesCS5D02G448200,TraesCS5D02G448400,TraesCS5D02G448500","HORVU3Hr1G003410,HORVU5Hr1G106090,HORVU5Hr1G106190","BVRB_5g120250","A4A49_63173","Solyc01g098550.3","PGSC0003DMG400028566","HannXRQ_Chr01g0006881","DCAR_002689","VIT_07s0141g00210","TanjilG_18639","Tp57577_TGAC_v2_gene19110,Tp57577_TGAC_v2_gene32810","MTR_7g096080,MTR_7g102980","vigra.VC1973A.gnm6.ann1.Vradi01g00260,vigra.VC1973A.gnm6.ann1.Vradi03g01210","LR48_Vigan10g285300,LR48_Vigan50s005900","PHAVU_001G156200g","GLYMA_03G158400,GLYMA_19G160800","PRUPE_3G144200,PRUPE_3G144300,PRUPE_3G144500,PRUPE_8G232700","MANES_01G202100,MANES_05G084000","POPTR_002G045700v3,POPTR_005G217700v3","Csa_2G225330,Csa_3G843770","Bo8g084800,Bo9g005950","Bra007085,Bra036254","GSBRNA2T00018222001,GSBRNA2T00018448001,GSBRNA2T00108969001,GSBRNA2T00129587001","fgenesh2_kg.5__1860__AT3G54640.1,scaffold_604010.1","AT3G54640,AT4G02610","g09084,g11483","CCACVL1_14429","B456_004G218800","TCM_004218","Pp3c4_17740","OSTLU_49484","CHLRE_12g528700v5",NA,NA,"CHC_1120"
"382","Q7Y1J1","SELMODRAFT_119759,SELMODRAFT_156443,SELMODRAFT_270960,SELMODRAFT_97357","AMTR_s00002p00267940,AMTR_s00002p00268070","Dr01025,Dr03119","GSMUA_Achr10G08680_001,GSMUA_Achr8G20600_001,GSMUA_Achr9G10670_001,GSMUA_AchrUn_randomG26530_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OS03G0797500","BGIOSGA009639",NA,"OB03G44310",NA,NA,"BRADI_1g05450v3,BRADI_1g05460v3,BRADI_3g16880v3","AET3Gv20075300,AET5Gv21021300,AET5Gv21022100","TRIDC3AG004660,TRIDC3BG005740,TRIDC5AG063270,TRIDC5AG063320,TRIDC5AG063330,TRIDC5BG067890,TRIDC5BG067910","TRIUR3_11733,TRIUR3_11735,TRIUR3_19568,TRIUR3_28685,TRIUR3_34293","TraesCS3A02G041800,TraesCS3B02G041900,TraesCS3D02G038500,TraesCS5A02G440800,TraesCS5A02G440900,TraesCS5A02G441100,TraesCS5A02G441300,TraesCS5B02G444500,TraesCS5B02G444600,TraesCS5B02G445100,TraesCS5B02G445200,TraesCS5D02G447800,TraesCS5D02G447900,TraesCS5D02G448200,TraesCS5D02G448400,TraesCS5D02G448500","HORVU3Hr1G003410,HORVU5Hr1G106090,HORVU5Hr1G106190","BVRB_5g120250","A4A49_63173","Solyc01g098550.3","PGSC0003DMG400028566","HannXRQ_Chr01g0006881","DCAR_002689","VIT_07s0141g00210","TanjilG_18639","Tp57577_TGAC_v2_gene19110,Tp57577_TGAC_v2_gene32810","MTR_7g096080,MTR_7g102980","vigra.VC1973A.gnm6.ann1.Vradi01g00260,vigra.VC1973A.gnm6.ann1.Vradi03g01210","LR48_Vigan10g285300,LR48_Vigan50s005900","PHAVU_001G156200g","GLYMA_03G158400,GLYMA_19G160800","PRUPE_3G144200,PRUPE_3G144300,PRUPE_3G144500,PRUPE_8G232700","MANES_01G202100,MANES_05G084000","POPTR_002G045700v3,POPTR_005G217700v3","Csa_2G225330,Csa_3G843770","Bo8g084800,Bo9g005950","Bra007085,Bra036254","GSBRNA2T00018222001,GSBRNA2T00018448001,GSBRNA2T00108969001,GSBRNA2T00129587001","fgenesh2_kg.5__1860__AT3G54640.1,scaffold_604010.1","AT3G54640,AT4G02610","g09084,g11483","CCACVL1_14429","B456_004G218800","TCM_004218","Pp3c4_17740","OSTLU_49484","CHLRE_12g528700v5",NA,NA,"CHC_1120"
"383","Q10BX9",NA,"AMTR_s00002p00254160",NA,"GSMUA_Achr10G08850_001","Zm00001d034493","SORBI_3001G052600","SETIT_035668mg","LPERR03G31890","OBART03G37730","OMERI03G34900","OGLUM03G37480","ORGLA03G0343600","OPUNC03G34780","OS03G0801700","BGIOSGA009626","ONIVA03G39130","OB03G44570","ORUFI03G39350","KN539179.1_FG013","BRADI_1g05116v3","AET5Gv20477200","TRIDC5AG031420,TRIDC5BG033150","TRIUR3_12859","TraesCS5A02G190600,TraesCS5B02G192600,TraesCS5D02G200300","HORVU5Hr1G057950","BVRB_9g202650","A4A49_24707","Solyc04g008990.3","PGSC0003DMG400011512","HannXRQ_Chr03g0076951",NA,"VIT_10s0071g00290","TanjilG_24692","Tp57577_TGAC_v2_gene4059","MTR_1g114560","vigra.VC1973A.gnm6.ann1.Vradi08g22310","LR48_Vigan02g263500","PHAVU_007G014500g","GLYMA_10G286400","PRUPE_1G349200","MANES_04G162800","POPTR_007G075500v3","Csa_5G577970","Bo3g004870","Bra005986","GSBRNA2T00129694001,GSBRNA2T00134542001","fgenesh2_kg.6__2328__AT5G23330.1,fgenesh2_kg.6__801__AT5G08340.1","AT5G08340,AT5G23330","g23803,g27741,g30318","CCACVL1_14638","B456_012G135400","TCM_007680","Pp3c14_5150,Pp3c5_28930",NA,NA,NA,NA,NA
"384","Q10BT5","SELMODRAFT_228841,SELMODRAFT_270568",NA,"Dr14148",NA,"Zm00001d013047,Zm00001d034517","SORBI_3001G049400","SETIT_036764mg","LPERR03G32150","OBART03G38020","OMERI03G35180","OGLUM03G37780","ORGLA03G0346800","OPUNC03G35080","OS03G0805300","BGIOSGA013766","ONIVA03G39430","OB03G44910","ORUFI03G39630","KN539392.1_FG009","BRADI_1g04850v3","AET5Gv21054500","TRIDC5AG065260,TRIDC5BG070200","TRIUR3_19272","TraesCS5A02G455000,TraesCS5B02G464000,TraesCS5D02G465400","HORVU5Hr1G109430",NA,NA,"Solyc01g073650.3","PGSC0003DMG400031130",NA,NA,NA,"TanjilG_14824,TanjilG_23174,TanjilG_31355","Tp57577_TGAC_v2_gene11881","MTR_8g085610","vigra.VC1973A.gnm6.ann1.Vradi07g16830","LR48_Vigan03g291300","PHAVU_002G235400g","GLYMA_05G155300,GLYMA_08G113200",NA,NA,"POPTR_001G007800v3,POPTR_003G217900v3","Csa_4G280520",NA,NA,"GSBRNA2T00098936001",NA,NA,NA,"CCACVL1_12674","B456_004G017300,B456_009G000500",NA,"Pp3c16_19120,Pp3c25_7000,Pp3c25_7010",NA,NA,"Gasu_32010",NA,"CHC_T00009030001"
"385","Q84M43","SELMODRAFT_156278,SELMODRAFT_163575","AMTR_s00103p00124340","Dr03507,Dr11109",NA,"Zm00001d034553","SORBI_3001G045700","SETIT_034016mg","LPERR03G32410","OBART03G38230","OMERI06G11200","OGLUM03G38000","ORGLA03G0349200","OPUNC03G35340","OS03G0808100","BGIOSGA009600","ONIVA03G39840","OB03G45190","ORUFI03G39840","KN539988.1_FG002","BRADI_1g04597v3","AET5Gv21064600","TRIDC5AG065980,TRIDC5BG070850","TRIUR3_14796","TraesCS5A02G459400,TraesCS5B02G469200,TraesCS5D02G470400","HORVU5Hr1G110000","BVRB_006490,BVRB_2g029350","A4A49_36598","Solyc01g087210.3","PGSC0003DMG400006799","HannXRQ_Chr04g0119891,HannXRQ_Chr16g0524501","DCAR_022397,DCAR_029673","VIT_08s0007g08380,VIT_13s0064g00890","TanjilG_02322,TanjilG_08139,TanjilG_29372","Tp57577_TGAC_v2_gene12173,Tp57577_TGAC_v2_gene1876","MTR_3g030040,MTR_7g106680,MTR_8g037260","vigra.VC1973A.gnm6.ann1.Vradi02g14440,vigra.VC1973A.gnm6.ann1.Vradi05g16970","LR48_Vigan05g007200,LR48_Vigan08g011600","PHAVU_005G022100g,PHAVU_011G211500g","GLYMA_09G103000,GLYMA_12G237000,GLYMA_13G202500,GLYMA_15G275000","PRUPE_2G011200,PRUPE_2G014300","MANES_09G023700,MANES_10G142600","POPTR_001G266400v3,POPTR_006G052600v3,POPTR_009G060800v3,POPTR_016G054900v3","Csa_4G166980,Csa_7G428160","Bo2g006860,Bo3g003250,Bo5g137100","Bra005845,Bra028768,Bra029874","GSBRNA2T00000359001,GSBRNA2T00004966001,GSBRNA2T00045786001,GSBRNA2T00078672001,GSBRNA2T00119665001,GSBRNA2T00134366001","fgenesh2_kg.6__440__AT5G05170.1","AT5G05170","g26050","CCACVL1_18312,CCACVL1_19287","B456_003G092600,B456_004G065900,B456_004G172400","TCM_005879,TCM_024713","Pp3c1_22600,Pp3c2_13330,Pp3c3_34520,Pp3c8_7420",NA,NA,NA,NA,NA
"386","Q75HE5",NA,NA,NA,NA,NA,NA,NA,"LPERR03G32860","OBART03G38670","OMERI03G35600","OGLUM03G38490","ORGLA03G0354300","OPUNC03G35740","OS03G0815100","BGIOSGA013814","ONIVA03G40320","OB03G45600","ORUFI03G40310","KN539025.1_FG005",NA,NA,NA,NA,NA,"HORVU2Hr1G004130,HORVU4Hr1G089660",NA,"A4A49_05140","Solyc12g013620.2","PGSC0003DMG400015342,PGSC0003DMG400019294","HannXRQ_Chr11g0327541,HannXRQ_Chr13g0407401","DCAR_017156",NA,"TanjilG_23023","Tp57577_TGAC_v2_gene38958",NA,NA,NA,NA,NA,"PRUPE_4G186800",NA,"POPTR_001G404100v3,POPTR_011G123300v3",NA,"Bo1g048300,Bo5g127040,Bo6g030940,Bo7g111390","Bra019052,Bra026353,Bra027238","GSBRNA2T00042260001,GSBRNA2T00044271001,GSBRNA2T00104909001,GSBRNA2T00106217001,GSBRNA2T00137565001,GSBRNA2T00149455001,GSBRNA2T00154660001","fgenesh2_kg.1__4367__AT1G52890.1,fgenesh2_kg.3__1697__AT3G15500.1,fgenesh2_kg.7__1491__AT4G27410.3","AT1G52890,AT3G15500,AT4G27410","g04524,g06676,g15089",NA,"B456_002G073700,B456_009G433200",NA,NA,NA,NA,NA,NA,NA
"387","Q0DMB5",NA,"AMTR_s00058p00216470","Dr12803,Dr16003","GSMUA_Achr10G03230_001,GSMUA_Achr11G23870_001,GSMUA_Achr5G07270_001,GSMUA_Achr5G29290_001,GSMUA_Achr6G33140_001,GSMUA_Achr6G34420_001,GSMUA_Achr8G21030_001,GSMUA_Achr9G03060_001,GSMUA_Achr9G04270_001","Zm00001d034629","SORBI_3001G036800","SETIT_036068mg","LPERR03G33090","OBART03G38950","OMERI03G35820","OGLUM03G38790","ORGLA03G0357200","OPUNC03G36030","OS03G0818800","BGIOSGA013826","ONIVA03G40610","OB03G45870","ORUFI03G40640","KN538803.1_FG030","BRADI_1g03880v3","AET5Gv21097800","TRIDC5AG067730,TRIDC5BG073000","TRIUR3_24919","TraesCS5A02G473800,TraesCS5B02G486900,TraesCS5D02G486600","HORVU5Hr1G112440",NA,NA,NA,NA,NA,"DCAR_006477,DCAR_018848","VIT_06s0004g03590","TanjilG_28300","Tp57577_TGAC_v2_gene2969",NA,"vigra.VC1973A.gnm6.ann1.Vradi02g05460,vigra.VC1973A.gnm6.ann1.Vradi03g03260,vigra.VC1973A.gnm6.ann1.Vradi04g02560","LR48_Vigan03g234800,LR48_Vigan05g183700","PHAVU_001G174400g",NA,"PRUPE_6G242400",NA,"POPTR_006G132400v3,POPTR_008G045300v3,POPTR_010G216200v3","Csa_3G736760,Csa_6G296960","Bo3g040110,Bo4g070350","Bra000487,Bra011939","GSBRNA2T00090011001,GSBRNA2T00101683001,GSBRNA2T00118765001,GSBRNA2T00138851001","fgenesh2_kg.4__825__AT2G28550.1","AT2G28550","g07069","CCACVL1_20452","B456_002G251500,B456_009G104200,B456_011G241700","TCM_022077,TCM_042000,TCM_043051",NA,NA,NA,NA,NA,NA
"388","Q84T92",NA,"AMTR_s00034p00169430,AMTR_s00034p00169920,AMTR_s00034p00233920",NA,"GSMUA_Achr4G16830_001","Zm00001d012972,Zm00001d034635","SORBI_3001G035600","SETIT_024113mg,SETIT_036958mg","LPERR03G33170","OBART03G38990","OMERI03G35850","OGLUM03G38850",NA,"OPUNC03G36100","OS03G0819600","BGIOSGA009556","ONIVA03G40660","OB03G45960","ORUFI03G40690","AMDW01038330.1_FG001","BRADI_1g03840v3","AET5Gv21103100","TRIDC5AG067950,TRIDC5BG073260",NA,"TraesCS5A02G475600,TraesCS5B02G488900,TraesCS5D02G489000","HORVU5Hr1G112670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Q10BD9",NA,"AMTR_s00012p00221000",NA,"GSMUA_Achr8G34290_001","Zm00001d012958,Zm00001d034662","SORBI_3001G033400","SETIT_035876mg","LPERR03G33330","OBART03G39150","OMERI03G35980","OGLUM03G39040","ORGLA03G0359600","OPUNC03G36260","OS03G0821900","BGIOSGA013840","ONIVA03G40860","OB03G46160","ORUFI03G40890","KN541613.1_FG004","BRADI_1g03650v3","AET5Gv20572700,AET5Gv21111100","TRIDC5AG038100,TRIDC5AG068560,TRIDC5BG073940","TRIUR3_07272,TRIUR3_15951","TraesCS5A02G241300,TraesCS5A02G480600,TraesCS5B02G239500,TraesCS5B02G239600,TraesCS5B02G493500,TraesCS5D02G247800,TraesCS5D02G493800","HORVU5Hr1G068820,HORVU5Hr1G068870,HORVU5Hr1G068900,HORVU5Hr1G113300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Q10BB9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OGLUM03G39170",NA,NA,"OS03G0823900",NA,"ONIVA03G41140",NA,"ORUFI03G41050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Q10BA5","SELMODRAFT_50714,SELMODRAFT_50757","AMTR_s00029p00208280","Dr19434","GSMUA_Achr10G13810_001","Zm00001d034701","SORBI_3001G030000","SETIT_034308mg","LPERR03G33590","OBART03G39420","OMERI03G36230","OGLUM03G39290","ORGLA03G0362500","OPUNC03G36550","OS03G0825700","BGIOSGA013852","ONIVA03G41250","OB03G46470","ORUFI03G41180","KN539435.1_FG001","BRADI_1g03380v3","AET5Gv21121900","TRIDC5AG069420,TRIDC5BG075000",NA,"TraesCS5A02G487400,TraesCS5B02G501200,TraesCS5D02G501700","HORVU5Hr1G114910","BVRB_5g112630","A4A49_38201,A4A49_38664","Solyc09g013130.3,Solyc10g085060.2","PGSC0003DMG400011017,PGSC0003DMG400020350","HannXRQ_Chr16g0507821","DCAR_024038","VIT_08s0007g01790","TanjilG_08257","Tp57577_TGAC_v2_gene5272,Tp57577_TGAC_v2_gene6686","MTR_4g014960","vigra.VC1973A.gnm6.ann1.Vradi0133s00280","LR48_Vigan661s000600","PHAVU_010G008300g","GLYMA_01G111300,GLYMA_03G076900","PRUPE_6G270500","MANES_09G101900","POPTR_006G096100v3,POPTR_016G110800v3","Csa_4G307940","Bo1g144710","Bra029746,Bra034054","GSBRNA2T00008531001,GSBRNA2T00018590001,GSBRNA2T00064346001,GSBRNA2T00064355001,GSBRNA2T00080657001","scaffold_301027.1","AT3G09090","g11684","CCACVL1_10384","B456_006G180300,B456_012G111700","TCM_021766","Pp3c20_710",NA,"CHLRE_04g214097v5",NA,NA,NA
"392","Q94GF1","SELMODRAFT_122876,SELMODRAFT_414586","AMTR_s00029p00234880","Dr18140","GSMUA_Achr9G07690_001","Zm00001d012925,Zm00001d034713","SORBI_3001G029300","SETIT_034864mg","LPERR03G33650","OBART03G39490","OMERI03G36300","OGLUM03G39360","ORGLA03G0363200","OPUNC03G36620","OS03G0826500","BGIOSGA009526","ONIVA03G41330","OB03G46550","ORUFI03G41260","KN538833.1_FG020","BRADI_1g03260v3","AET5Gv21126000","TRIDC5AG069620,TRIDC5BG075730","TRIUR3_21068","TraesCS5B02G502700,TraesCS5D02G503800","HORVU5Hr1G115160","BVRB_7g172410,BVRB_7g172430","A4A49_01687,A4A49_25932","Solyc06g005980.3,Solyc06g006100.3","PGSC0003DMG400004153,PGSC0003DMG400019952","HannXRQ_Chr08g0222151,HannXRQ_Chr08g0229521,HannXRQ_Chr12g0370561","DCAR_011801,DCAR_018955,DCAR_018957","VIT_06s0004g06320,VIT_13s0067g00400","TanjilG_21358,TanjilG_30480","Tp57577_TGAC_v2_gene2560,Tp57577_TGAC_v2_gene4020","MTR_1g114520,MTR_3g070290,MTR_3g076770,MTR_3g467000","vigra.VC1973A.gnm6.ann1.Vradi08g22280","LR48_Vigan02g263200,LR48_Vigan03g295500,LR48_Vigan03g295600","PHAVU_001G241600g,PHAVU_001G241700g,PHAVU_007G014800g","GLYMA_10G286100,GLYMA_18G028800,GLYMA_18G028900,GLYMA_20G103200","PRUPE_2G248100,PRUPE_6G059400","MANES_01G162800,MANES_07G127900","POPTR_009G044300v3,POPTR_010G190600v3","Csa_4G563190,Csa_6G011620","Bo3g003470,Bo3g039910,Bo9g176940","Bra000473,Bra005864,Bra009130","GSBRNA2T00049379001,GSBRNA2T00101652001,GSBRNA2T00106963001,GSBRNA2T00134394001,GSBRNA2T00136244001,GSBRNA2T00138869001","fgenesh1_pg.C_scaffold_5002065,fgenesh2_kg.4__945__AT2G29690.1,fgenesh2_kg.6__508__AT5G05730.1","AT2G29690,AT3G55870,AT5G05730","g06927,g14490,g25995","CCACVL1_08218,CCACVL1_10902","B456_001G115500,B456_009G322200","TCM_041646,TCM_042564","Pp3c5_26400,Pp3c5_26980,Pp3c6_3370","OSTLU_87709","CHLRE_06g306601v5","Gasu_16620","CMN228C","CHC_T00008898001"
"393","Q10B63","SELMODRAFT_108260,SELMODRAFT_439713","AMTR_s00183p00050040","Dr16610","GSMUA_Achr3G24110_001","Zm00001d033555,Zm00001d034739,Zm00001d034957","SORBI_3001G025400,SORBI_3001G132000","SETIT_037363mg","LPERR03G33800","OBART03G39630","OMERI03G36440","OGLUM03G39520","ORGLA03G0364700","OPUNC03G36770","OS03G0829000","BGIOSGA013857","ONIVA03G41490","OB03G46700","ORUFI03G41420",NA,"BRADI_1g03130v3,BRADI_1g14790v3","AET4Gv20163600,AET5Gv21132000","TRIDC4AG037280,TRIDC4AG054620,TRIDC4BG012200","TRIUR3_20506","TraesCS4A02G236400,TraesCS4A02G366200,TraesCS4B02G078600,TraesCS4D02G077400,TraesCS5B02G507100,TraesCS5D02G506900","HORVU4Hr1G013370,HORVU5Hr1G115710","BVRB_3g067140,BVRB_7g177710","A4A49_31437","Solyc01g066480.3",NA,"HannXRQ_Chr06g0173801","DCAR_023296","VIT_05s0077g02040","TanjilG_29111","Tp57577_TGAC_v2_gene3211","MTR_4g120230","vigra.VC1973A.gnm6.ann1.Vradi07g25080",NA,"PHAVU_003G106800g","GLYMA_07G245900,GLYMA_17G028100","PRUPE_1G125100","MANES_03G198200","POPTR_010G011000v3","Csa_3G164480","Bo1g123320,Bo8g042180","Bra021191,Bra038057,Bra038058","GSBRNA2T00022769001,GSBRNA2T00028706001,GSBRNA2T00028707001,GSBRNA2T00040134001,GSBRNA2T00057553001","fgenesh2_kg.3__1838__AT3G16700.1,fgenesh2_kg.7__2724__AT4G15940.1","AT3G16700,AT4G15940","g20210",NA,"B456_002G028600","TCM_021244","Pp3c9_26130",NA,NA,"Gasu_27240,Gasu_60660","CMJ301C","CHC_T00010274001"
"394","Q10AZ7","SELMODRAFT_416466,SELMODRAFT_432007","AMTR_s00040p00191090","Dr13081","GSMUA_Achr8G07640_001","Zm00001d034759","SORBI_3001G023000","SETIT_034800mg",NA,"OBART03G40050","OMERI03G36900","OGLUM03G39930","ORGLA03G0369100","OPUNC03G37270","OS03G0835800","BGIOSGA013889","ONIVA03G41940","OB03G47200","ORUFI03G41860","KN540141.1_FG003","BRADI_1g02610v3","AET5Gv21149700","TRIDC4AG053260,TRIDC5BG076990",NA,"TraesCS4A02G356300,TraesCS5B02G515900,TraesCS5D02G516000","HORVU5Hr1G117920","BVRB_4g095040",NA,"Solyc11g007320.2","PGSC0003DMG400019479","HannXRQ_Chr05g0146831","DCAR_028402","VIT_13s0074g00620","TanjilG_01658","Tp57577_TGAC_v2_gene2503","MTR_1g492850","vigra.VC1973A.gnm6.ann1.Vradi08g16290","LR48_Vigan02g180600","PHAVU_007G104300g","GLYMA_20G187700","PRUPE_2G084800","MANES_07G089800","POPTR_008G024700v3","Csa_5G615270","Bo4g034690,Bo4g034760","Bra005272,Bra005274,Bra005279,Bra040845","GSBRNA2T00068310001,GSBRNA2T00117072001,GSBRNA2T00117075001,GSBRNA2T00117080001,GSBRNA2T00141141001","fgenesh1_pm.C_scaffold_4001402","AT2G36360","g03539","CCACVL1_07799","B456_008G098400","TCM_043822","Pp3c12_16110,Pp3c12_16113",NA,NA,NA,NA,NA
"395","Q851L5",NA,NA,NA,NA,NA,"SORBI_3001G021900",NA,"LPERR03G34270",NA,"OMERI03G36990","OGLUM03G40020","ORGLA03G0370000","OPUNC03G37350","OS03G0836800","BGIOSGA013895",NA,"OB03G47290","ORUFI03G41940","AMDW01027516.1_FG001","BRADI_1g02530v3,BRADI_1g09877v3","AET5Gv21151100","TRIDC4AG053140,TRIDC5BG077140,TRIDC5BG077160",NA,"TraesCS4A02G355400,TraesCS5B02G517000,TraesCS5B02G517200","HORVU5Hr1G118040",NA,NA,NA,"PGSC0003DMG400004221",NA,"DCAR_020729",NA,NA,NA,NA,NA,NA,NA,NA,"PRUPE_7G099700",NA,NA,NA,"Bo5g151390","Bra040608","GSBRNA2T00003627001,GSBRNA2T00041355001","fgenesh2_kg.3__234__AT3G02875.1","AT3G02875","g02476",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Q851L6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OS03G0836900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Q6AVR2",NA,NA,NA,NA,NA,NA,NA,"LPERR03G34500","OBART03G40410",NA,"OGLUM03G40260","ORGLA03G0372300",NA,"OS03G0840800","BGIOSGA009476","ONIVA03G42310","OB03G47540","ORUFI03G42170","KN539049.1_FG005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tp57577_TGAC_v2_gene31938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
